[Current] NEW_ORDER - Takes(s): 10.0, Count: 538, TPM: 3235.7, Sum(ms): 236739.7, Avg(ms): 440.0, 50th(ms): 318.8, 90th(ms): 973.1, 95th(ms): 1208.0, 99th(ms): 1409.3, 99.9th(ms): 1476.4, Max(ms): 1476.4
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 47, TPM: 283.2, Sum(ms): 1842.1, Avg(ms): 39.1, 50th(ms): 44.0, 90th(ms): 50.3, 95th(ms): 54.5, 99th(ms): 56.6, 99.9th(ms): 56.6, Max(ms): 56.6
[Current] PAYMENT - Takes(s): 10.0, Count: 493, TPM: 2967.9, Sum(ms): 363074.4, Avg(ms): 737.8, 50th(ms): 738.2, 90th(ms): 1208.0, 95th(ms): 1342.2, 99th(ms): 1476.4, 99.9th(ms): 1543.5, Max(ms): 1543.5
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 38, TPM: 231.4, Sum(ms): 5086.4, Avg(ms): 134.3, 50th(ms): 130.0, 90th(ms): 167.8, 95th(ms): 184.5, 99th(ms): 201.3, 99.9th(ms): 201.3, Max(ms): 201.3
[Current] DELIVERY - Takes(s): 9.9, Count: 59, TPM: 356.2, Sum(ms): 53175.6, Avg(ms): 899.9, 50th(ms): 838.9, 90th(ms): 1476.4, 95th(ms): 1744.8, 99th(ms): 1811.9, 99.9th(ms): 2281.7, Max(ms): 2281.7
[Current] NEW_ORDER - Takes(s): 10.0, Count: 482, TPM: 2895.4, Sum(ms): 212685.2, Avg(ms): 441.8, 50th(ms): 285.2, 90th(ms): 1073.7, 95th(ms): 1208.0, 99th(ms): 1409.3, 99.9th(ms): 1744.8, Max(ms): 1744.8
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 44, TPM: 276.2, Sum(ms): 1927.0, Avg(ms): 43.7, 50th(ms): 44.0, 90th(ms): 58.7, 95th(ms): 60.8, 99th(ms): 125.8, 99.9th(ms): 125.8, Max(ms): 125.8
[Current] PAYMENT - Takes(s): 10.0, Count: 489, TPM: 2945.7, Sum(ms): 357647.9, Avg(ms): 730.8, 50th(ms): 738.2, 90th(ms): 1275.1, 95th(ms): 1409.3, 99th(ms): 1543.5, 99.9th(ms): 1879.0, Max(ms): 1879.0
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 44, TPM: 264.4, Sum(ms): 6093.9, Avg(ms): 138.5, 50th(ms): 134.2, 90th(ms): 192.9, 95th(ms): 201.3, 99th(ms): 218.1, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] DELIVERY - Takes(s): 9.9, Count: 51, TPM: 307.7, Sum(ms): 47186.1, Avg(ms): 927.7, 50th(ms): 838.9, 90th(ms): 1610.6, 95th(ms): 1677.7, 99th(ms): 1811.9, 99.9th(ms): 2080.4, Max(ms): 2080.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 525, TPM: 3151.5, Sum(ms): 237065.5, Avg(ms): 451.4, 50th(ms): 335.5, 90th(ms): 1006.6, 95th(ms): 1140.9, 99th(ms): 1610.6, 99.9th(ms): 1744.8, Max(ms): 1744.8
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 49, TPM: 295.1, Sum(ms): 2911.8, Avg(ms): 59.6, 50th(ms): 44.0, 90th(ms): 54.5, 95th(ms): 67.1, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] PAYMENT - Takes(s): 10.0, Count: 495, TPM: 2983.5, Sum(ms): 352911.9, Avg(ms): 712.6, 50th(ms): 671.1, 90th(ms): 1275.1, 95th(ms): 1610.6, 99th(ms): 1744.8, 99.9th(ms): 1879.0, Max(ms): 1879.0
